class,direction,rank,feature,coefficient
False_Misconception,negative,20,15,-0.10417246565441875
False_Misconception,negative,21,turned,-0.09764169156551361
False_Misconception,negative,22,##u,-0.09440243244171143
False_Misconception,negative,23,picked,-0.09122533351182938
False_Misconception,negative,24,##mara,-0.08901418745517731
False_Misconception,negative,25,##rde,-0.08701765537261963
False_Neither,positive,1,11,0.3270866125822067
False_Neither,positive,2,35,0.3143739402294159
False_Neither,positive,3,algebra,0.2880733609199524
False_Neither,positive,4,without,0.28723666071891785
False_Neither,positive,5,estimated,0.25711748003959656
False_Neither,positive,6,flip,0.24988466501235962
False_Neither,positive,7,likely,0.22658637166023254
False_Neither,positive,8,36,0.22654002904891968
False_Neither,positive,9,smallest,0.21680909395217896
False_Neither,positive,10,pieces,0.17011839151382446
False_Neither,positive,11,##ber,0.1672433614730835
False_Neither,positive,12,##t,0.1599685683225592
False_Neither,positive,13,115,0.15653564035892487
False_Neither,positive,14,no,0.15158022940158844
False_Neither,positive,15,used,0.14030049741268158
False_Neither,positive,16,estimate,0.12163945287466049
False_Neither,positive,17,tu,0.12025600671768188
False_Neither,positive,18,##2,0.12024292349815369
False_Neither,positive,19,sha,0.11141229420900345
False_Neither,positive,20,144,0.09551755835612614
False_Neither,positive,21,##k,0.08926364034414291
False_Neither,positive,22,bigger,0.08923792839050293
False_Neither,positive,23,divide,0.08283400312066078
False_Neither,positive,24,360,0.07657608389854431
False_Neither,positive,25,difference,0.0688239187002182
False_Neither,negative,1,addition,-1.0317811965942383
False_Neither,negative,2,signs,-0.6809850335121155
False_Neither,negative,3,7,-0.40726056694984436
False_Neither,negative,4,##cle,-0.40279701352119446
False_Neither,negative,5,theirs,-0.4002872705459595
False_Neither,negative,6,##ude,-0.38110291957855225
False_Neither,negative,7,10th,-0.3695565462112427
False_Neither,negative,8,third,-0.35158640146255493
False_Neither,negative,9,decimal,-0.2503623478114605
False_Neither,negative,10,zero,-0.24665427207946777
False_Neither,negative,11,change,-0.24446481466293335
False_Neither,negative,12,brackets,-0.2305442150682211
False_Neither,negative,13,minus,-0.23036794178187847
False_Neither,negative,14,sm,-0.21837911009788513
False_Neither,negative,15,00,-0.21355178952217102
False_Neither,negative,16,30,-0.20739859342575073
False_Neither,negative,17,positive,-0.1887426127990087
False_Neither,negative,18,##dded,-0.18389728665351868
False_Neither,negative,19,plus,-0.18073545419611037
False_Neither,negative,20,##9,-0.18032491207122803
False_Neither,negative,21,sixty,-0.1724904477596283
False_Neither,negative,22,she,-0.17066358029842377
False_Neither,negative,23,##cting,-0.16379281878471375
False_Neither,negative,24,9th,-0.140823632478714
False_Neither,negative,25,bracket,-0.13442140817642212
True_Neither,positive,1,5th,0.4051944613456726
True_Neither,positive,2,mean,0.3893955945968628
True_Neither,positive,3,last,0.3540143370628357
True_Neither,positive,4,36,0.3490707278251648
True_Neither,positive,5,07,0.338446706533432
True_Neither,positive,6,000,0.2551269233226776
True_Neither,positive,7,doesn,0.22591838240623474
True_Neither,positive,8,nothing,0.21736331284046173
True_Neither,positive,9,his,0.19611264765262604
True_Neither,positive,10,both,0.19214809127151966
True_Neither,positive,11,difference,0.19173727929592133
True_Neither,positive,12,pieces,0.16486787796020508
True_Neither,positive,13,even,0.15039266645908356
True_Neither,positive,14,slice,0.14838184416294098
True_Neither,positive,15,works,0.1413244903087616
True_Neither,positive,16,ninth,0.13677042722702026
True_Neither,positive,17,ar,0.12395349144935608
True_Neither,positive,18,reached,0.12296168506145477
True_Neither,positive,19,calculation,0.11790013872087002
True_Neither,positive,20,decimal,0.11733028133000646
True_Neither,positive,21,##x,0.11666205525398254
True_Neither,positive,22,fewer,0.11653697490692139
True_Neither,positive,23,rounded,0.11608254909515381
True_Neither,positive,24,144,0.11534455915292104
True_Neither,positive,25,soo,0.11181487888097763
True_Neither,negative,1,fifteenth,-0.6707416772842407
True_Neither,negative,2,squire,-0.2919454574584961
True_Neither,negative,3,multiplied,-0.2534169356028239
True_Neither,negative,4,closet,-0.22677679359912872
True_Neither,negative,5,hole,-0.2071313112974167
True_Neither,negative,6,zero,-0.18637649714946747
True_Neither,negative,7,book,-0.1657169759273529
True_Neither,negative,8,divide,-0.1618645779788494
True_Neither,negative,9,25,-0.16156920790672302
True_Neither,negative,10,determine,-0.15882372856140137
True_Neither,negative,11,##es,-0.14912670850753784
True_Neither,negative,12,everything,-0.12941569089889526
True_Neither,negative,13,ts,-0.1220964640378952
True_Neither,negative,14,col,-0.11328809708356857
True_Neither,negative,15,until,-0.10675982385873795
True_Neither,negative,16,##ian,-0.10309064388275146
True_Neither,negative,17,##ators,-0.10115617513656616
True_Neither,negative,18,found,-0.10103275366127491
True_Neither,negative,19,32,-0.10089756548404694
True_Neither,negative,20,u,-0.1007794737815857
True_Neither,negative,21,change,-0.10047830641269684
True_Neither,negative,22,doubled,-0.09980770200490952
True_Neither,negative,23,each,-0.0986977182328701
True_Neither,negative,24,##lain,-0.09632943570613861
True_Neither,negative,25,##6,-0.09620398283004761
