class,direction,rank,feature,coefficient
True_Neither,positive,14,word::frac times,3.270888090133667
True_Neither,positive,15,word::frac 12,2.967350482940674
True_Neither,positive,16,word::answer 72,2.952202320098877
True_Neither,positive,17,char::6.2 ,2.9146618843078613
True_Neither,positive,18,char:: 6.2 ,2.9101641178131104
True_Neither,positive,19,char::1}{,2.8911499977111816
True_Neither,positive,20,word::72 student,2.7739484310150146
True_Neither,positive,21,word::26,2.7642011642456055
True_Neither,positive,22,word::11 15,2.7125489711761475
True_Neither,positive,23,char::1}{1,2.586009979248047
True_Neither,positive,24,char::ac{1},2.523909091949463
True_Neither,positive,25,char::{1}{,2.523909091949463
True_Neither,negative,1,char:: 4 ,-4.134700298309326
True_Neither,negative,2,char:: 3 ,-3.5339720249176025
True_Neither,negative,3,word::answer 13,-3.1217756271362305
True_Neither,negative,4,word::13 student,-3.1198599338531494
True_Neither,negative,5,word::not shaded,-2.8748912811279297
True_Neither,negative,6,char:: 5 ,-2.656956672668457
True_Neither,negative,7,word::are not,-2.4522268772125244
True_Neither,negative,8,word::10 15,-2.320929765701294
True_Neither,negative,9,char::ac{3,-2.2967777252197266
True_Neither,negative,10,char::c{3}{,-2.2967777252197266
True_Neither,negative,11,char::{3}{,-2.2967777252197266
True_Neither,negative,12,char::ac{3},-2.2967777252197266
True_Neither,negative,13,char::c{3,-2.2967777252197266
True_Neither,negative,14,char::c{3},-2.2967777252197266
True_Neither,negative,15,char::3}{,-2.2967777252197266
True_Neither,negative,16,char::rac{3,-2.2967777252197266
True_Neither,negative,17,word::22,-2.2379941940307617
True_Neither,negative,18,word::frac 15,-2.2172820568084717
True_Neither,negative,19,word::frac frac,-2.201345682144165
True_Neither,negative,20,word::answer 22,-2.1831324100494385
True_Neither,negative,21,word::22 student,-2.1789746284484863
True_Neither,negative,22,word::24,-2.1560537815093994
True_Neither,negative,23,word::48 student,-2.0764336585998535
True_Neither,negative,24,char:: 9 ,-1.9961081743240356
True_Neither,negative,25,word::36,-1.945724368095398
