class,direction,rank,feature,coefficient
False_Misconception,positive,9,mpnet_dim_534,1937.443084035708
False_Misconception,positive,10,mpnet_dim_408,1887.8129780384
False_Misconception,positive,11,mpnet_dim_579,1839.2195664493
False_Misconception,positive,12,mpnet_dim_215,1651.2655846955001
False_Misconception,positive,13,mpnet_dim_661,1596.07766288259
False_Misconception,positive,14,mpnet_dim_402,1522.3545224848501
False_Misconception,positive,15,mpnet_dim_410,1487.2430327305
False_Misconception,positive,16,mpnet_dim_558,1472.66934491
False_Misconception,positive,17,mpnet_dim_55,1417.8835207398
False_Misconception,positive,18,mpnet_dim_719,1285.7272555482289
False_Misconception,positive,19,mpnet_dim_394,1169.2809382669
False_Misconception,positive,20,mpnet_dim_599,1114.43862286391
False_Misconception,positive,21,mpnet_dim_399,1067.833196487
False_Misconception,positive,22,mpnet_dim_708,1039.6320302514
False_Misconception,positive,23,mpnet_dim_348,1021.4117311196
False_Misconception,positive,24,mpnet_dim_152,993.06686520722
False_Misconception,positive,25,mpnet_dim_104,977.81589456378
False_Neither,positive,1,mpnet_dim_722,3952.1321270359
False_Neither,positive,2,mpnet_dim_351,1970.3860500597
False_Neither,positive,3,mpnet_dim_617,1936.47931431959
False_Neither,positive,4,mpnet_dim_582,1461.403626034544
False_Neither,positive,5,mpnet_dim_107,1354.136127221665
False_Neither,positive,6,mpnet_dim_530,1324.6023343729
False_Neither,positive,7,mpnet_dim_157,1244.2889219428
False_Neither,positive,8,mpnet_dim_108,1234.85176820267
False_Neither,positive,9,mpnet_dim_444,1186.58098075251
False_Neither,positive,10,mpnet_dim_395,1156.89999851918
False_Neither,positive,11,mpnet_dim_49,1137.80824535237
False_Neither,positive,12,mpnet_dim_130,1063.33073751174
False_Neither,positive,13,mpnet_dim_253,1062.83636987595
False_Neither,positive,14,mpnet_dim_673,1028.3978271236
False_Neither,positive,15,mpnet_dim_411,995.2092926115
False_Neither,positive,16,mpnet_dim_592,962.471666707
False_Neither,positive,17,mpnet_dim_7,936.37815936166
False_Neither,positive,18,mpnet_dim_370,847.66143752978
False_Neither,positive,19,mpnet_dim_92,830.4546717009
False_Neither,positive,20,mpnet_dim_1,826.7129312224
False_Neither,positive,21,mpnet_dim_763,759.94850420026
False_Neither,positive,22,mpnet_dim_630,758.40812409969
False_Neither,positive,23,mpnet_dim_636,756.201760618569
False_Neither,positive,24,mpnet_dim_402,737.18811006927
False_Neither,positive,25,mpnet_dim_261,722.27706434266
True_Neither,positive,1,mpnet_dim_190,4032.7364022195
True_Neither,positive,2,mpnet_dim_218,1816.031551043
True_Neither,positive,3,mpnet_dim_640,1312.57095469898
True_Neither,positive,4,mpnet_dim_390,1289.2621733473
True_Neither,positive,5,mpnet_dim_607,1153.9708687594
True_Neither,positive,6,mpnet_dim_315,1126.62732986559
True_Neither,positive,7,mpnet_dim_47,1079.69518212671
True_Neither,positive,8,mpnet_dim_186,984.99112184348
True_Neither,positive,9,mpnet_dim_630,898.9062436306937
True_Neither,positive,10,mpnet_dim_765,862.89766219643
True_Neither,positive,11,mpnet_dim_221,822.2432474876
True_Neither,positive,12,mpnet_dim_329,819.26464090936
True_Neither,positive,13,mpnet_dim_75,811.7143319698
True_Neither,positive,14,mpnet_dim_270,809.0017512997
True_Neither,positive,15,mpnet_dim_45,802.2537717561
True_Neither,positive,16,mpnet_dim_157,795.791109184
True_Neither,positive,17,mpnet_dim_496,766.75842827
True_Neither,positive,18,mpnet_dim_141,766.22124584159
True_Neither,positive,19,mpnet_dim_161,703.996808717848
True_Neither,positive,20,mpnet_dim_168,702.3999903929
True_Neither,positive,21,mpnet_dim_101,697.3857133125
True_Neither,positive,22,mpnet_dim_474,683.96338378181
True_Neither,positive,23,mpnet_dim_669,680.4836258074
True_Neither,positive,24,mpnet_dim_643,667.74424395423
True_Neither,positive,25,mpnet_dim_21,653.072107554372
